Speed,LapDistPct,Lat,Lon,Brake,Throttle,RPM,SteeringWheelAngle,Gear,Clutch,ABSActive,DRSActive,LatAccel,LongAccel,VertAccel,Yaw,YawRate,PositionType
68.07006,0.026137859,52.38992272618796,4.541428368449817,0,1,7696.9614,-0.018614076,6,1,false,false,-0.5533648,0.8513077,9.870779,-0.011589519,-0.0012175214,3
68.08537,0.026407545,52.389932072446506,4.541434977824336,0,1,7707.676,-0.018614072,6,1,false,false,-0.19625422,0.7915014,9.263994,-0.011601441,-0.00014147631,3
68.101814,0.026677292,52.38994150865994,4.541441439960314,0,1,7703.546,-0.020529326,6,1,false,false,-0.3439958,1.0379168,8.770855,-0.011600991,0.0005864996,3
68.12011,0.02694711,52.38995085464423,4.541448049334834,0,1,7706.988,-0.021076862,6,1,false,false,-0.15352157,0.8666773,10.660661,-0.011595981,0.00046080298,3
68.13529,0.027216999,52.389960290857665,4.54145451169492,0,1,7715.0586,-0.021897797,6,1,false,false,-0.63350344,0.7958738,8.842343,-0.011596034,-1.9000314e-05,3
68.15246,0.027486948,52.38996963684196,4.541461120845332,0,1,7727.5713,-0.023540411,6,1,false,false,-0.3152151,0.9488897,10.604945,-0.011591304,0.0005316718,3
68.17053,0.027756967,52.38997907305539,4.541467583205417,0,1,7712.3354,-0.024908125,6,1,false,false,-0.21075512,0.91718435,9.820972,-0.011587249,0.0007167686,3
68.187904,0.028027054,52.38998841931394,4.54147419235583,0,1,7708.6274,-0.025729816,6,1,false,false,-0.3046121,0.90464514,9.750267,-0.011587258,0.0009561615,3
68.20437,0.028297208,52.38999785525312,4.541480801506242,0,1,7729.237,-0.026003197,6,1,false,false,-0.18828127,0.8645901,9.530993,-0.011588043,0.00018729447,3
68.22143,0.028567426,52.390007201511665,4.541487263866328,0,1,7724.0864,-0.023540407,6,1,false,false,-0.18804821,0.94419223,11.000193,-0.011600517,-0.0008852834,3
68.23985,0.028837718,52.39001663745085,4.54149387301674,0,1,7714.1943,-0.021076858,6,1,false,false,-0.036989316,0.9756461,9.565058,-0.011611212,-2.2518178e-05,3
68.25704,0.029108081,52.39002598370939,4.541500482167152,0,1,7723.2505,-0.01806653,6,1,false,false,-0.07384613,0.89947784,10.10371,-0.011624477,-0.0008602043,3
68.273895,0.029378505,52.39003541964858,4.541506944527238,0,1,7726.289,-0.0150562,6,1,false,false,-0.08225468,0.8460796,9.782243,-0.011648918,-0.00093733286,3
